,Id,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,Topic
108,879,885,13,"<p>Are PHP variables passed by value or by reference?</p>
",,1,,51:41.4,53,34:37.1,52:44.7,Mark Biek,2581872,58,0,1,184,<php><variables><pass-by-reference><pass-by-value>,Are PHP Variables passed by value or by reference?,120285,0
109,888,890,30,"<p>How do you debug <strong>PHP</strong> scripts?</p>

<p>I am aware of basic debugging such as using the Error Reporting. The breakpoint debugging in <strong>PHPEclipse</strong> is also quite useful.</p>

<p>What is the <strong>best</strong> (in terms of fast and easy) way to debug in phpStorm or any other IDE?</p>
",22:00.1,8,34:12.6,18:21.6,156,15:23.8,18:02.3,,4248328,131,0,1,405,<php><eclipse><debugging><phpstorm><xdebug>,How do you debug PHP scripts?,335509,0
110,898,0,11,"<p>How have you implemented Internationalization (i18n) in actual projects you've worked on?</p>

<p>I took an interest in making software cross-cultural after I read the famous post by Joel, <a href=""http://www.joelonsoftware.com/articles/Unicode.html"" rel=""noreferrer"">The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!)</a>. However, I have yet to able to take advantage of this in a real project, besides making sure I used Unicode strings where possible. But making all your strings Unicode and ensuring you understand what encoding everything you work with is in is just the tip of the i18n iceberg.</p>

<p>Everything I have worked on to date has been for use by a controlled set of US English speaking people, or i18n just wasn't something we had time to work on before pushing the project live. So I am looking for any tips or war stories people have about making software more localized in real world projects.</p>
",,1,,08:51.0,36,15:28.7,39:23.0,Jim Anderson,1668244,200,0,1,44,<language-agnostic><unicode><localization><internationalization>,Internationalization in your projects,4279,0
111,904,911,10,"<p>Given a relatively simple CSS:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>div {
  width: 150px;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div&gt;
  12333-2333-233-23339392-332332323
&lt;/div&gt;</code></pre>
</div>
</div>
</p>

<p>How do I make it so that the string stays constrained to the <code>width</code> of <strong>150</strong>, and simply wraps to a newline on the hyphen?</p>
",,4,,17:34.7,13,53:47.6,40:10.5,Jeff Atwood,2571493,34,0,1,61,<html><css><text>,How to word-break on a dash?,17933,0
112,905,942,1,"<p>We're upgrading an existing program from <code>Win2k/SQL Server 2k</code> to <code>Windows 2003 and SQL Server 2005</code> as well as purchasing a new program that also uses <code>2k3/2k5</code>. The vendor says that for us to host both databases we need to get the Enterprise version because the softwares clients use different collation for the connections and only Enterprise supports this.</p>

<p>I cannot find anything on MS's site to support this and, honestly, don't want to pay the extra for Enterprise if the Standard edition works. Am I missing some not talked about feature of SQL Server or is this, as I suspect, a vendor trying to upsell me?</p>
",,0,,17:55.8,1,47:15.1,47:15.1,Nigel Campbell,2641576,204,0,1,10,<sql-server><sql-server-2005><windows-server-2003>,Client collation and SQL Server 2005,508,0
113,930,951,7,"<p>What's the simplest way to connect and query a database for a set of records in C#?</p>
",,0,,47:25.1,1,44:17.7,45:54.3,user2509901,0,245,0,1,36,<c#><database><loops><connection>,How do I connect to a database and loop over a recordset in C#?,24585,0
114,935,938,5,"<p>Attempting to insert an escape character into a table results in a warning. </p>

<p>For example:</p>

<pre><code>create table EscapeTest (text varchar(50));

insert into EscapeTest (text) values ('This is the first part \n And this is the second');
</code></pre>

<p>Produces the warning:</p>

<pre><code>WARNING:  nonstandard use of escape in a string literal
</code></pre>

<p>(<em>Using PSQL 8.2</em>)</p>

<p>Anyone know how to get around this?</p>
",,0,,00:24.8,11,47:44.0,34:17.8,,3576214,246,0,1,95,<string><postgresql><escaping>,String literals and escape characters in postgresql,201000,0
115,944,1016,5,"<p>I'm maintaining a .NET 1.1 application and one of the things I've been tasked with is making sure the user doesn't see any unfriendly error notifications.</p>

<p>I've added handlers to <code>Application.ThreadException</code> and <code>AppDomain.CurrentDomain.UnhandledException</code>, which do get called. My problem is that the standard CLR error dialog is still displayed (before the exception handler is called).</p>

<p>Jeff talks about this problem on his blog <a href=""http://www.codinghorror.com/blog/archives/000201.html"" rel=""nofollow noreferrer"">here</a> and <a href=""http://www.codinghorror.com/blog/archives/000216.html"" rel=""nofollow noreferrer"">here</a>. But there's no solution. So what is the standard way in .NET 1.1 to handle uncaught exceptions and display a friendly dialog box?</p>

<p>Jeff's response was marked as the correct answer, because the link he provided has the most complete information on how to do what's required.</p>
",,0,,15:38.1,1,17:02.6,17:02.6,Ray,1997093,233,0,1,23,<c#><.net><exception><exception-handling>,Unhandled Exception Handler in .NET 1.1,4033,0
116,947,1028,3,"<p>I have imported the <code>kernel32</code> library. So, I have the <code>createMutex</code> function available but I am not quite sure of the various parameters and return values.</p>

<p>This is classic Visual Basic, not Visual Basic.NET but I can probably work with either language in the form of an answer.</p>
",,0,,22:49.8,1,07:58.8,15:28.7,Keith,1997093,243,0,1,21,<vb6>,How to use a mutex in Visual Basic,7177,0
117,972,2982,17,"<p>I've read that it is possible to add a method to an existing object (i.e., not in the class definition) in Python. </p>

<p>I understand that it's not always good to do so. But how might one do this?</p>
",,0,,17:51.8,267,56:40.6,55:07.7,eyelidlessness,2384186,145,0,1,512,<python><oop><methods><monkeypatching>,Adding a Method to an Existing Object Instance,171681,0
118,1005,37042,11,"<p>Often while editing config files, I'll open one with vi and then when I go to save it realize that I didn't type</p>

<pre><code>sudo vi filename
</code></pre>

<p>Is there any way to give vi sudo privileges to save the file? I seem to recall seeing something about this while looking up some stuff about vi a while ago, but now I can't find it.</p>
",,1,,34:02.9,108,22:36.9,26:31.4,,85,85,0,1,229,<linux><unix><vi>,Getting root permissions on a file inside of vi?,64975,0
119,1010,1074,3,"<p>I need to grab the base64-encoded representation of the ViewState. Obviously this would not be available until fairly late in the request lifecycle, which is OK.</p>

<p>For example, if the output of the page includes:</p>

<pre><code>&lt;input type=""hidden"" name=""__VIEWSTATE"" 
  id=""__VIEWSTATE"" value=""/wEPDwUJODU0Njc5MD...=="" /&gt;
</code></pre>

<p>I need a way on the server side to get the value <code>""/wEPDwUJODU0Njc5MD...==""</code></p>

<p>To clarify, I need this value when the page is being rendered, not on PostBack. e.g. I need to know the ViewState value that is being <em>sent</em> to the client, not the ViewState I'm getting back from them.</p>
",,0,,59:42.6,0,19:41.7,19:41.7,,395659,67,0,1,22,<c#><asp.net>,"How to get the value of built, encoded ViewState?",1605,0
120,1024,171170,2,"<p>After upgrading a rails 1.2 website to 2.1, the <a href=""http://agilewebdevelopment.com/plugins/exception_notifier"" rel=""noreferrer"">ExceptionNotifier plugin</a> no longer works, complaining about this error:</p>

<blockquote>
  <p>ActionView::TemplateFinder::InvalidViewPath:  Unprocessed view path
  found:
  ""/path/to/appname/vendor/plugins/exception_notification/lib/../views"".
  Set your view paths with #append_view_path, #prepend_view_path, or #view_paths=.</p>
</blockquote>

<p>What causes it and how do I fix it?</p>
",,0,47:52.3,48:38.0,0,20:18.4,20:18.4,Orion Edwards,2912665,234,0,1,19,<ruby-on-rails><ruby><exception><plugins>,How do I fix 'Unprocessed view path found' error with ExceptionNotifier plugin in rails 2.1?,896,0
121,1033,1056,14,"<p>Does anyone know of a simple way to retrieve the country for a given IP Address? Preferably in ISO_3166-1 format?</p>
",,2,,15:35.8,35,32:26.0,53:49.7,,2384186,87,0,1,57,<ip><lookup><country>,How to get the Country according to a certain IP?,15365,0
122,1037,1039,2,"<p>What is the best way to display <code>Flash</code> content in a <strong>C#</strong> WinForms application? I would like to create a user control (similar to the current <code>PictureBox</code>) that will be able to display images and flash content.</p>

<p>It would be great to be able to load the flash content from a <strong>stream</strong> of sorts rather than a file on disk.</p>
",,1,,35:52.2,10,28:21.6,28:21.6,FryHard,725306,231,0,1,31,<c#><winforms><flash><adobe><macromedia>,Displaying Flash content in a C# WinForms application,35205,0
123,1040,1044,8,"<p>I'm looking for a way to delete a file which is locked by another process using C#. I suspect the method must be able to find which process is locking the file (perhaps by tracking the handles, although I'm not sure how to do this in C#) then close that process before being able to complete the file delete using <code>File.Delete()</code>.</p>
",,1,,45:22.1,12,44:03.6,34:44.6,Prakash,140328,254,0,1,52,<c#><file-locking>,How do I delete a file which is locked by another process in C#?,46940,0
124,1041,17198991,10,"<p>I'm looking for a robust, easy-to-use, regular expression evaluator for native C++, either platform-independent or Windows-specific.</p>

<p>Requirements:</p>

<ul>
<li>Can't use Boost or ACE regex libraries (unfortunately)</li>
<li>Can't use .NET Regex (or any managed code)</li>
</ul>

<p>The main requirement is that it should be standalone and open.</p>
",37:15.3,5,,50:00.3,2,16:22.0,01:27.8,Mark Biek,396458,0,0,1,23,<c++><regex>,Easy-to-Use Regular Expression Support in C++?,1076,0
125,1042,1061,2,"<p>For instance, my query is like the following using SQL Server 2005:</p>

<pre><code>SELECT * FROM Table WHERE FREETEXT(SearchField, 'c#') 
</code></pre>

<p>I have a full text index defined to use the column SearchField which returns results when using:</p>

<pre><code>SELECT * FROM Table WHERE SearchField LIKE '%c#%'
</code></pre>

<p>I believe # is a special letter, so how do I allow FREETEXT to work correctly for the query above?</p>
",,1,,51:56.7,0,40:10.5,40:10.5,Chris Fournier,2641576,2,0,1,19,<sql><sql-server><sql-server-2005><indexing><full-text-search>,Why doesn't SQL Full Text Indexing return results for words containing #?,7628,0
126,1053,394225,10,"<p>Most mathematicians agree that:</p>

<blockquote>
  <p>e<sup>πi</sup> + 1 = 0</p>
</blockquote>

<p>However, most floating point implementations disagree. How well can we settle this dispute?</p>

<p>I'm keen to hear about different languages and implementations, and various methods to make the result as close to zero as possible. Be creative!</p>
",,7,,21:38.3,2,07:58.9,16:17.8,Chris Jester-Young,395659,13,0,1,18,<math><language-agnostic><floating-point>,"A little diversion into floating point (im)precision, part 1",1579,0
127,1064,1096,3,"<p>I'd like to display 100 floating cubes using <code>DirectX</code> or <code>OpenGL</code>.</p>

<p>I'm looking for either some sample source code, or a description of the technique.  I have trouble getting more one cube to display correctly.</p>

<p>I've combed the net for a good series of tutorials and although they talk about how to do <code>3D</code> primitives, what I can't find is information on how to do large numbers of <code>3D</code> primitives - <code>cubes</code>, <code>spheres</code>, <code>pyramids</code>, and so forth.</p>
",,0,,51:20.3,0,18:48.1,18:48.1,user5857081,1753960,0,0,1,14,<language-agnostic><opengl><3d><directx>,Displaying 100 Floating Cubes Using DirectX OR OpenGL,1148,0
128,1069,1073,15,"<p>I'm working on a <strong>multithreaded</strong> C++ application that is corrupting the heap.  The usual tools to locate this corruption seem to be inapplicable.  Old builds (18 months old) of the source code exhibit the same behaviour as the most recent release, so this has been around for a long time and just wasn't noticed; on the downside, source deltas can't be used to identify when the bug was introduced - there are <em>a lot</em> of code changes in the repository.</p>

<p>The prompt for crashing behaviuor is to generate throughput in this system - socket transfer of data which is munged into an internal representation.  I have a set of test data that will periodically cause the app to exception (various places, various causes - including heap alloc failing, thus: heap corruption).</p>

<p>The behaviour seems related to CPU power or memory bandwidth; the more of each the machine has, the easier it is to crash.  Disabling a hyper-threading core or a dual-core core reduces the rate of (but does not eliminate) corruption.  This suggests a timing related issue.</p>

<p>Now here's the rub:<br>
When it's run under a lightweight debug environment (say <code>Visual Studio 98 / AKA MSVC6</code>) the heap corruption is reasonably easy to reproduce - ten or fifteen minutes pass before something fails horrendously and exceptions, like an <code>alloc;</code> when running under a sophisticated debug environment (Rational Purify, <code>VS2008/MSVC9</code> or even Microsoft Application Verifier) the system becomes memory-speed bound and doesn't crash (Memory-bound: CPU is not getting above <code>50%</code>, disk light is not on, the program's going as fast it can, box consuming <code>1.3G</code> of 2G of RAM).  So, <strong>I've got a choice between being able to reproduce the problem (but not identify the cause) or being able to idenify the cause or a problem I can't reproduce.</strong></p>

<p>My current best guesses as to where to next is:</p>

<ol>
<li>Get an insanely grunty box (to replace the current dev box: 2Gb RAM in an <code>E6550 Core2 Duo</code>); this will make it possible to repro the crash causing mis-behaviour when running under a powerful debug environment; or</li>
<li>Rewrite operators <code>new</code> and <code>delete</code> to use <code>VirtualAlloc</code> and <code>VirtualProtect</code> to mark memory as read-only as soon as it's done with.  Run under <code>MSVC6</code> and have the OS catch the bad-guy who's writing to freed memory.  Yes, this is a sign of desperation: who the hell rewrites <code>new</code> and <code>delete</code>?!  I wonder if this is going to make it as slow as under Purify et al.</li>
</ol>

<p>And, no: Shipping with Purify instrumentation built in is not an option.</p>

<p>A colleague just walked past and asked ""Stack Overflow?  Are we getting stack overflows now?!?""</p>

<p>And now, the question: <strong>How do I locate the heap corruptor?</strong></p>

<hr>

<p>Update: balancing <code>new[]</code> and <code>delete[]</code> seems to have gotten a long way towards solving the problem.  Instead of 15mins, the app now goes about two hours before crashing.  Not there yet.  Any further suggestions? The heap corruption persists.</p>

<p>Update: a release build under Visual Studio 2008 seems dramatically better; current suspicion rests on the <code>STL</code> implementation that ships with <code>VS98</code>.</p>

<hr>

<blockquote>
  <ol start=""3"">
  <li>Reproduce the problem. <code>Dr Watson</code> will produce a dump that might be helpful in further analysis. </li>
  </ol>
</blockquote>

<p>I'll take a note of that, but I'm concerned that Dr Watson will only be tripped up after the fact, not when the heap is getting stomped on.</p>

<blockquote>
  <p>Another try might be using <code>WinDebug</code> as a debugging tool which is quite powerful being at the same time also lightweight.</p>
</blockquote>

<p>Got that going at the moment, again: not much help until something goes wrong.  I want to catch the vandal in the act.</p>

<blockquote>
  <p>Maybe these tools will allow you at least to narrow the problem to certain component.</p>
</blockquote>

<p>I don't hold much hope, but desperate times call for...</p>

<blockquote>
  <p>And are you sure that all the components of the project have correct runtime library settings (<code>C/C++ tab</code>, Code Generation category in VS 6.0 project settings)?</p>
</blockquote>

<p>No I'm not, and I'll spend a couple of hours tomorrow going through the workspace (58 projects in it) and checking they're all compiling and linking with the appropriate flags.
<hR>
Update: This took 30 seconds.  Select all projects in the <code>Settings</code> dialog, unselect until you find the project(s) that don't have the right settings (they all had the right settings).</p>
",,5,03:53.9,30:01.7,27,32:32.1,09:41.6,Alex Miller,1561378,257,0,1,55,<c++><windows><multithreading><debugging><memory>,Heap corruption under Win32; how to locate?,34209,0
129,1070,1773,4,"<p>What is the correct way to get the process size on <code>Solaris, HP-UX</code> and <code>AIX</code>? Should we use <code>top</code> or <code>ps -o vsz</code> or something else?</p>
",,0,,34:44.1,2,19:06.0,11:33.0,,395659,236,0,1,24,<unix><size>,Process size on UNIX,20681,0
130,1083,42406,6,"<p>I was wondering if there is any good and clean object-oriented programming (OOP) implementation of Bayesian filtering for spam and text classification? This is just for learning purposes.</p>
",,0,,21:42.0,8,56:05.0,56:05.0,Kevin,2145800,260,0,1,25,<oop><artificial-intelligence><bayesian><email-spam>,Object Oriented Bayesian Spam Filtering?,3373,0
131,1104,1109,7,"<p>Exceptions in C++ don't need to be caught (no compile time errors) by the calling function. So it's up to developer's judgment whether to catch them using try/catch (unlike in Java).</p>

<p>Is there a way one can ensure that the exceptions thrown are always caught using try/catch by the calling function?</p>
",,1,,01:37.9,0,55:14.8,55:14.8,,1033581,236,0,1,22,<c++><exception><try-catch>,Ensuring that Exceptions are always caught,2054,0
132,1108,1130,10,"<p>Given that indexing is so important as your data set increases in size, can someone explain how indexing works at a database-agnostic level?</p>

<p>For information on queries to index a field, check out <a href=""https://stackoverflow.com/questions/1156/"">How do I index a database column</a>.</p>
",,1,,07:12.7,1294,39:41.8,59:17.6,,209139,264,0,1,1911,<sql><database><performance><indexing><database-indexes>,How does database indexing work?,674884,0
133,1131,1135,10,"<p>Back in the old days, Help was not trivial but possible: generate some funky .rtf file with special tags, run it through a compiler, and you got a WinHelp file (.hlp) that actually works really well.</p>

<p>Then, Microsoft decided that WinHelp was not hip and cool anymore and switched to CHM, up to the point they actually axed WinHelp from Vista.</p>

<p>Now, CHM maybe nice, but everyone that tried to open a .chm file on the Network will know the nice ""Navigation to the webpage was canceled"" screen that is caused by security restrictions.</p>

<p>While there are ways to make CHM work off the network, this is hardly a good choice, because when a user presses the Help Button he wants help and not have to make some funky settings.</p>

<p>Bottom Line: I find CHM absolutely unusable. But with WinHelp not being an option anymore either, I wonder what the alternatives are, especially when it comes to integrate with my Application (i.e. for WinHelp and CHM there are functions that allow you to directly jump to a topic)?</p>

<p>PDF has the disadvantage of requiring the Adobe Reader (or one of the more lightweight ones that not many people use). I could live with that seeing as this is kind of standard nowadays, but can you tell it reliably to jump to a given page/anchor?</p>

<p>HTML files seem to be the best choice, you then just have to deal with different browsers (CSS and stuff).</p>

<p><em>Edit:</em> I am looking to create my own Help Files. As I am a fan of the ""No Setup, Just Extract and Run"" Philosophy, i had that problem many times in the past because many of my users will run it off the network, which causes exactly this problem.</p>

<p>So i am looking for a more robust and future-proof way to provide help to my users without having to code a different help system for each application i make.</p>

<p>CHM is a really nice format, but that Security Stuff makes it unusable, as a Help system is supposed to provide help to the user, not to generate even more problems.</p>
",,0,,43:05.7,5,01:50.5,45:27.6,Adam Mitz,1471203,91,0,1,34,<windows><language-agnostic><chm><winhelp>,Windows Help files - what are the options?,3561,0
134,1145,1154,8,"<p>I've tried to write a string replace function in C, which works on a <code>char *</code>, which has been allocated using <code>malloc()</code>.  It's a little different in that it will find and replace strings, rather than characters in the starting string.</p>

<p>It's trivial to do if the search and replace strings are the same length (or the replace string is shorter than the search string), since I have enough space allocated.  If I try to use <code>realloc()</code>, I get an error that tells me I am doing a double free - which I don't see how I am, since I am only using <code>realloc()</code>.</p>

<p>Perhaps a little code will help:</p>

<pre><code>void strrep(char *input, char *search, char *replace) {
    int searchLen = strlen(search);
    int replaceLen = strlen(replace);
    int delta = replaceLen - searchLen;
    char *find = input;

    while (find = strstr(find, search)) {

        if (delta &gt; 0) {
            realloc(input, strlen(input) + delta);
            find = strstr(input, search);            
        }

        memmove(find + replaceLen, find + searchLen, strlen(input) - (find - input));
        memmove(find, replace, replaceLen);
    }
}
</code></pre>

<p>The program works, until I try to <code>realloc()</code> in an instance where the replaced string will be longer than the initial string.  (It still kind of works, it just spits out errors as well as the result).</p>

<p>If it helps, the calling code looks like:</p>

<pre><code>#include &lt;stdio.h&gt;
#include &lt;string.h&gt;
#include &lt;stdlib.h&gt;

void strrep(char *input, char *search, char *replace);

int main(void) {
    char *input = malloc(81);

    while ((fgets(input, 81, stdin)) != NULL) {
        strrep(input, ""Noel"", ""Christmas"");
    }
}
</code></pre>
",,0,,06:00.6,1,33:26.3,33:26.3,Matthew Schinckel,1459996,188,0,1,11,<c><malloc>,Why am I getting a double free error with realloc()?,6139,0
135,1156,1157,9,"<p>Hopefully, I can get answers for each database server.</p>

<p>For an outline of how indexing works check out: <a href=""https://stackoverflow.com/questions/1108/how-does-database-indexing-work"">How does database indexing work?</a></p>
",,3,,21:26.6,22,24:47.7,55:03.9,,-1,264,0,1,50,<sql><database><indexing>,How do I index a database column,37027,0
136,1160,975299,12,"<p>I am using CCNET on a sample project with SVN as my source control. CCNET is configured to create a build on every check in. CCNET uses MSBuild to build the source code.</p>

<p>I would like to use the latest revision number to generate <code>AssemblyInfo.cs</code> while compiling.
How can I retrieve the latest revision from subversion and use the value in CCNET?</p>

<p>Edit: I'm not using NAnt - only MSBuild.</p>
",,0,,37:24.9,27,59:19.4,59:19.4,hitec,2384186,120,0,1,39,<svn><msbuild><cruisecontrol.net>,Use SVN Revision to label build in CCNET,17825,0
137,1171,28705,7,"<p>I need to be able to manipulate a large (10^7 nodes) graph in python. The data corresponding to each node/edge is minimal, say, a small number of strings. What is the most efficient, in terms of <strong><em>memory and speed</em></strong>, way of doing this? </p>

<p>A dict of dicts is more flexible and simpler to implement, but I intuitively expect a list of lists to be faster. The list option would also require that I keep the data separate from the structure, while dicts would allow for something of the sort:</p>

<pre><code>graph[I][J][""Property""]=""value""
</code></pre>

<p>What would you suggest?</p>

<hr>

<p>Yes, I should have been a bit clearer on what I mean by efficiency. In this particular case I mean it in terms of random access retrieval.</p>

<p>Loading the data in to memory isn't a huge problem. That's done once and for all. The time consuming part is visiting the nodes so I can extract the information and measure the metrics I'm interested in.</p>

<p>I hadn't considered making each node a class (properties are the same for all nodes) but it seems like that would add an extra layer of overhead? I was hoping someone would have some direct experience with a similar case that they could share. After all, graphs are one of the most common abstractions in CS.</p>
",53:03.1,0,,00:57.3,39,42:28.5,42:28.5,,1571709,280,0,1,63,<python><performance><data-structures><graph-theory>,What is the most efficient graph data structure in Python?,23579,0
138,1176,1186,6,"<p>I have just recently started to study Ruby, and in lieu of Jeff's advice over the weekend...</p>

<ol>
<li>Stop theorizing.</li>
<li>Write lots of software.</li>
<li>Learn from your mistakes. </li>
</ol>

<p>...I was interested in honing my skills while helping out the Open Source Community the process so I thought I'd ask if anyone have any suggestions for cool/interesting Open Source Projects written in Ruby that you know of or are involved in.</p>
",48:28.8,0,,11:55.2,19,13:27.2,59:34.5,Gaius,1190,25,0,1,29,<ruby><open-source>,Open Source Ruby Projects,15077,0
139,1180,1232,4,"<p>I am looking to allow users to control of subdomain of an app I am toying with, much like Basecamp where it is <code>customusername.seework.com</code>.</p>

<p>What is required on the <code>DNS</code> end to allow these to be created dynamically and be available instantly. </p>

<p>And how do you recommend dealing with this in the logic of the site? <code>Htaccess</code> rule to  lookup the subdomain in the <code>DB</code>?</p>
",,0,,22:07.9,8,40:57.6,27:31.8,,1571407,281,0,1,21,<web-applications><dns><subdomain><account>,How to make subdomain user accounts in a webapp,3981,0
140,1189,1190,3,"<p>One of the sites I maintain relies heavily on use of <code>ViewState</code> (it isn't my code). However, on certain pages where the <code>ViewState</code> is extra-bloated, Safari throws a <code>""Validation of viewstate MAC failed""</code> error.</p>

<p>This appears to only happen in Safari. Firefox, IE and Opera all load successfully in the same scenario.</p>
",,0,,38:21.3,0,17:48.5,17:48.5,,1454806,258,0,1,11,<c#><.net><safari><viewstate>,ViewState invalid only in Safari,2745,0
141,1229,0,3,"<p>I want to link to a specific slide in an online PowerPoint file, (e.g.  <code>http://www.example.com/hello.ppt</code>) but what I want is that when people click on my link, it goes straight to the nth slide.</p>

<p>Is this possible?</p>
",,0,,38:18.7,3,19:39.9,46:04.5,Prakash,3589392,0,0,1,14,<hyperlink><powerpoint>,How do I hyperlink to a specific slide of a .ppt file?,24485,0
142,1237,1243,9,"<p>I have a file in the following format:</p>

<pre>
Data Data
Data
[Start]
Data I want
[End]
Data
</pre>

<p>I'd like to grab the <code>Data I want</code> from between the <code>[Start]</code> and <code>[End]</code> tags using a Regex. Can anyone show me how this might be done?</p>
",,1,,47:10.5,13,36:20.4,01:09.2,Dan,4003227,230,0,1,43,<regex><parsing>,Regex: To pull out a sub-string between two tags in a string,81079,0
143,1241,1275,4,"<p>I have a client-server app where the client is on a Windows Mobile 6 device, written in C++ and the server is on full Windows and written in C#. </p>

<p>Originally, I only needed it to send messages from the client to the server, with the server only ever sending back an acknowledgment that it received the message.  Now, I would like to update it so that the server can actually send a message to the client to request data.  As I currently have it set up so the client is only in receive mode after it sends data to the server, this doesn't allow for the server to send a request at any time.  I would have to wait for client data.  My first thought would be to create another thread on the client with a separate open socket, listening for server requests...just like the server already has in respect the the client.  Is there a way, within the same thread and using the same socket, to all the server to send requests at any time?</p>

<p>Can you use something to the affect of <code>WaitForMultipleObjects()</code> and pass it a receive buffer and an event that tells it there is data to be sent?</p>
",,0,,52:25.1,0,34:08.7,34:08.7,,1468295,194,0,1,20,<c#><c++><sockets>,Asynchronous multi-direction server-client communication over the same open socket?,2242,0
